Preference,Region,Places.Available,Description,ENT,CTX,GSX,OMFS,PAED,PLA,TO,URO,VAS,BRE,ICM
North West - Cheshire and Merseyside - CT1 - Aug - 28,Health Education England North West,1,"Urology Theme - Track Code: MER29 Urol02 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery (Breast and Endocrine) at The Royal Liverpool University Hospital (6 months), Post 2: Urology at Whiston Hospital (6 months), Post 3: Urology (with General Surgery on-call) at Leighton Hospital (6 months), Post 4: Urology at Whiston Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,1,0,1,0
North West - Cheshire and Merseyside - CT1 - Aug - 29,Health Education England North West,1,"Urology Theme - Track Code: MER30 Urol03 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: Urology at Arrowe Park Hospital (6 months), Post 2: Otolaryngology at University Hospital Aintree (6 months), Post 3: Urology at The Royal Liverpool University Hospital (6 months), Post 4: General Surgery (Breast) at Whiston Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,1,0,1,0
North West - Cheshire and Merseyside - CT1 - Aug - 3,Health Education England North West,1,"General Surgery Theme - Track Code: MER03 GS03 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery (Colorectal) at Countess of Chester Hospital (6 months), Post 2: General Surgery (60% Upper GI and 40% Breast) at Countess of Chester Hospital (6 months), Post 3: General Surgery (Upper GI) at Leighton Hospital (6 months), Post 4: General Surgery (Colorectal) at Leighton Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,0,0,1,0
North West - Cheshire and Merseyside - CT1 - Aug - 30,Health Education England North West,1,"Vascular Surgery Theme - Track Code: MER31 Vasc01 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: Vascular Surgery at The Royal Liverpool University Hospital (6 months), Post 2: General Surgery at Southport and Formby District General Hospital (6 months), Post 3: Cardiothoracic Surgery at Liverpool Heart and Chest Hospital (6 months), Post 4: Vascular Surgery at The Royal Liverpool University Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,1,1,0,0,0,1,0,1,0,0
North West - Cheshire and Merseyside - CT1 - Aug - 31,Health Education England North West,1,"Vascular Surgery Theme - Track Code: MER32 Vasc02 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery at Southport and Formby District General Hospital (6 months), Post 2: General Surgery (Colorectal) at Southport and Formby District General Hospital (6 months), Post 3: Vascular Surgery at The Royal Liverpool University Hospital (6 months), Post 4: Vascular Surgery at The Royal Liverpool University Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,0,1,0,0
North West - Cheshire and Merseyside - CT1 - Aug - 32,Health Education England North West,1,"Vascular Surgery Theme - Track Code: MER33 Vasc03 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery (Colorectal) at Southport and Formby District General Hospital (6 months), Post 2: Cardiothoracic Surgery at Liverpool Heart and Chest Hospital (6 months), Post 3: Vascular Surgery at The Royal Liverpool University Hospital (6 months), Post 4: Plastic Surgery at Whiston Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,1,1,0,0,1,1,0,1,0,0
North West - Cheshire and Merseyside - CT1 - Aug - 4,Health Education England North West,1,"General Surgery Theme - Track Code: MER04 GS04 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery (60% Upper GI and 40% Breast) at Countess of Chester Hospital (6 months), Post 2: General Surgery (Colorectal) at Countess of Chester Hospital (6 months), Post 3: Otolaryngology (with General Surgery on-call) at Arrowe Park Hospital (6 months), Post 4: Urology (with General Surgery on-call) at Leighton Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,1,0,1,0
North West - Cheshire and Merseyside - CT1 - Aug - 5,Health Education England North West,1,"General Surgery Theme - Track Code: MER05 GS05 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery (Colorectal) at Warrington Hospital (6 months), Post 2: General Surgery (Breast) at Warrington Hospital (6 months), Post 3: Urology at Whiston Hospital (6 months), Post 4: General Surgery (Upper GI) at Whiston Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,1,0,1,0
North West - Cheshire and Merseyside - CT1 - Aug - 6,Health Education England North West,1,"General Surgery Theme - Track Code: MER06 GS06 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery (Breast) at Warrington Hospital (6 months), Post 2: General Surgery (Colorectal) at Warrington Hospital (6 months), Post 3: Plastic Surgery at Whiston Hospital (6 months), Post 4: General Surgery (Colorectal) at Whiston Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,1,1,0,0,1,0
North West - Cheshire and Merseyside - CT1 - Aug - 7,Health Education England North West,1,"General Surgery Theme - Track Code: MER07 GS07 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery (Emergency General Surgery) at University Hospital Aintree (6 months), Post 2: General Surgery (Colorectal) at University Hospital Aintree (6 months), Post 3: General Surgery (Colorectal) at The Royal Liverpool University Hospital (6 months), Post 4: General Surgery (HPB) at The Royal Liverpool University Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,0,0,0,0
North West - Cheshire and Merseyside - CT1 - Aug - 8,Health Education England North West,1,"General Surgery Theme - Track Code: MER08 GS08 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery (Colorectal) at University Hospital Aintree (6 months), Post 2: General Surgery (Emergency General Surgery) at University Hospital Aintree (6 months), Post 3: General Surgery (Upper GI) at The Royal Liverpool University Hospital (6 months), Post 4: Urology at The Royal Liverpool University Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,1,0,0,0
North West - Cheshire and Merseyside - CT1 - Aug - 9,Health Education England North West,1,"General Surgery Theme - Track Code: MER09 GS09 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery (Colorectal) at Whiston Hospital (6 months), Post 2: General Surgery (Upper GI) at The Royal Liverpool University Hospital (6 months), Post 3: General Surgery (Colorectal) at Whiston Hospital (6 months), Post 4: General Surgery (Breast) at Warrington Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,0,0,1,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 33",Health Education England North West,1,"General Surgery Theme - Track Code: NWD09 GS01 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: Urology at Furness General Hospital (6 months), Post 2: General Surgery (Endocrine) at Royal Lancaster Infirmary (6 months), Post 3: General Surgery at North Manchester General Hospital (6 months), Post 4: General Surgery (Breast) at North Manchester General Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,1,0,1,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 34",Health Education England North West,1,"General Surgery Theme - Track Code: NWD10 GS02 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery (Upper GI) at Royal Preston Hospital (6 months), Post 2: Urology at Royal Preston Hospital (6 months), Post 3: General Surgery at Royal Bolton Hospital (6 months), Post 4: General Surgery (Colorectal) at Royal Preston Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,1,0,0,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 35",Health Education England North West,1,"General Surgery Theme - Track Code: NWD11 GS03 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery at Blackpool Victoria Hospital (6 months), Post 2: Trauma and Orthopaedic Surgery at Royal Lancaster Infirmary (6 months), Post 3: General Surgery and Vascular Surgery at Burnley General Hospital (6 months), Post 4: General Surgery (Colorectal) at Royal Blackburn Teaching Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,0,1,0,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 36",Health Education England North West,1,"General Surgery Theme - Track Code: NWD12 GS04 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery at Blackpool Victoria Hospital (6 months), Post 2: General Surgery at Blackpool Victoria Hospital (6 months), Post 3: General Surgery (Colorectal) at Royal Blackburn Teaching Hospital (6 months), Post 4: General Surgery and Vascular Surgery at Burnley General Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,0,1,0,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 37",Health Education England North West,1,"General Surgery Theme - Track Code: NWD13 GS05 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery (Upper GI) at Royal Blackburn Teaching Hospital (6 months), Post 2: Urology at Royal Blackburn Teaching Hospital (6 months), Post 3: General Surgery at Royal Bolton Hospital (6 months), Post 4: General Surgery at Royal Oldham Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,1,0,0,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 38",Health Education England North West,1,"General Surgery Theme - Track Code: NWD14 GS06 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: Trauma and Orthopaedic Surgery at Blackpool Victoria Hospital (6 months), Post 2: General Surgery (Colorectal) at Royal Bolton Hospital (6 months), Post 3: General Surgery (Transplant) at Manchester Royal Infirmary (6 months), Post 4: General Surgery (Colorectal) at Tameside General Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,0,0,0,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 39",Health Education England North West,1,"General Surgery Theme - Track Code: NWD15 GS07 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: Urology at Wythenshawe Hospital (6 months), Post 2: General Surgery (Colorectal) at Royal Bolton Hospital (6 months), Post 3: General Surgery at Royal Oldham Hospital (6 months), Post 4: General Surgery at Stepping Hill Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,1,0,0,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 40",Health Education England North West,1,"General Surgery Theme - Track Code: NWD16 GS08 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery (Colorectal) at Wythenshawe Hospital (6 months), Post 2: Urology at Wythenshawe Hospital (6 months), Post 3: General Surgery (Breast) at Royal Bolton Hospital (6 months), Post 4: General Surgery at Royal Bolton Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,1,0,1,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 41",Health Education England North West,1,"General Surgery Theme - Track Code: NWD17 GS09 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery (Colorectal) at Royal Blackburn Teaching Hospital (6 months), Post 2: Trauma and Orthopaedic Surgery at Royal Blackburn Teaching Hospital (6 months), Post 3: General Surgery (Upper GI) at Royal Albert Edward Infirmary (6 months), Post 4: General Surgery and Vascular Surgery at Royal Preston Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,0,1,0,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 42",Health Education England North West,1,"General Surgery Theme - Track Code: NWD18 GS10 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery (Colorectal) at Royal Bolton Hospital (6 months), Post 2: Urology at Salford Royal Hospital (6 months), Post 3: General Surgery (Colorectal) at Tameside General Hospital (6 months), Post 4: General Surgery (Upper GI) at Royal Albert Edward Infirmary (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,1,0,0,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 43",Health Education England North West,1,"General Surgery Theme - Track Code: NWD19 GS11 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery (Upper GI) at Royal Preston Hospital (6 months), Post 2: General Surgery (Colorectal) at Royal Blackburn Teaching Hospital (6 months), Post 3: General Surgery (Endocrine) at Royal Lancaster Infirmary (6 months), Post 4: General Surgery and Vascular Surgery at Royal Oldham Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,0,1,0,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 44",Health Education England North West,1,"General Surgery Theme - Track Code: NWD20 GS12 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery (Colorectal) at Royal Preston Hospital (6 months), Post 2: General Surgery (Breast) at Royal Bolton Hospital (6 months), Post 3: General Surgery (Colorectal) at Royal Bolton Hospital (6 months), Post 4: General Surgery (Upper GI) at Royal Blackburn Teaching Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,0,0,1,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 45",Health Education England North West,1,"Vascular Surgery Theme - Track Code: NWD21 Vasc01 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery (Upper GI) at Royal Bolton Hospital (6 months), Post 2: General Surgery and Vascular Surgery at Royal Oldham Hospital (6 months), Post 3: General Surgery and Vascular Surgery at Manchester Royal Infirmary (6 months), Post 4: General Surgery (Transplant) at Manchester Royal Infirmary (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,0,1,0,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 46",Health Education England North West,1,"General Surgery Theme - Track Code: NWD23 GS13 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: General Surgery (Breast) at Wythenshawe Hospital (6 months), Post 2: General Surgery (Transplant) at Manchester Royal Infirmary (6 months), Post 3: General Surgery (Colorectal) at Royal Preston Hospital (6 months), Post 4: General Surgery (Upper GI) at Royal Preston Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,0,0,1,0
"North West - Greater Manchester, Lancashire and South Cumbria - CT1 - Aug - 47",Health Education England North West,1,"General Surgery Theme - Track Code: NWD24 GS14 - INDICATIVE PLACEMENTS FOR FIRST TWO YEARS (SUBJECT TO CHANGE): Post 1: Trauma and Orthopaedic Surgery at Salford Royal Hospital (6 months), Post 2: General Surgery (Upper GI) at Royal Bolton Hospital (6 months), Post 3: General Surgery at Stepping Hill Hospital (6 months), Post 4: General Surgery at Royal Oldham Hospital (6 months). For more info visit https://www.nwpgmd.nhs.uk/Specialty_Schools/Surgery/Core_Surgical_Training",1,0,1,0,0,0,1,0,0,0,0
